2022-05-02 17:02:24,383 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-05-02 17:02:24,445 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-05-02 17:02:24,447 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-05-02 17:02:24,447 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-05-02 17:02:24,453 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-05-02 17:02:24,454 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-05-02 17:02:24,455 INFO  SwAddin.cs: 201 - Setting up command manager
2022-05-02 17:02:24,455 INFO  SwAddin.cs: 204 - Adding command manager
2022-05-02 17:02:24,458 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-05-02 17:02:24,459 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-05-02 17:02:24,459 INFO  SwAddin.cs: 210 - Adding event handlers
2022-05-02 17:02:24,490 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-05-02 17:03:30,270 INFO  SwAddin.cs: 294 - Assembly export called for file Assem_final
2022-05-02 17:03:30,273 INFO  SwAddin.cs: 299 - Save is required
2022-05-02 17:03:30,273 INFO  SwAddin.cs: 313 - Saving assembly
2022-05-02 17:03:30,540 INFO  SwAddin.cs: 316 - Opening property manager
2022-05-02 17:03:30,554 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem_final
2022-05-02 17:03:30,560 INFO  ExportHelperExtension.cs: 1136 - Found 59 in Assem_final
2022-05-02 17:03:30,561 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem_final
2022-05-02 17:03:30,562 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-02 17:03:30,563 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2022-05-02 17:03:30,565 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Encoder_holder-3
2022-05-02 17:03:30,566 INFO  ExportHelperExtension.cs: 1136 - Found 54 in Encoder_holder-3
2022-05-02 17:03:30,567 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Encoder_holder-3
2022-05-02 17:03:30,567 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from bottom_shell-3
2022-05-02 17:03:30,568 INFO  ExportHelperExtension.cs: 1136 - Found 24 in bottom_shell-3
2022-05-02 17:03:30,568 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in bottom_shell-3
2022-05-02 17:03:30,570 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor_holder_2-1
2022-05-02 17:03:30,571 INFO  ExportHelperExtension.cs: 1136 - Found 44 in Motor_holder_2-1
2022-05-02 17:03:30,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor_holder_2-1
2022-05-02 17:03:30,573 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from top_shell-3
2022-05-02 17:03:30,573 INFO  ExportHelperExtension.cs: 1136 - Found 27 in top_shell-3
2022-05-02 17:03:30,574 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in top_shell-3
2022-05-02 17:03:30,574 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 2020_alu_section_25cm-1
2022-05-02 17:03:30,575 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 2020_alu_section_25cm-1
2022-05-02 17:03:30,575 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 2020_alu_section_25cm-1
2022-05-02 17:03:30,576 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link2-1
2022-05-02 17:03:30,576 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link2-1
2022-05-02 17:03:30,577 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Link2-1
2022-05-02 17:03:30,577 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link1-1
2022-05-02 17:03:30,577 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Link1-1
2022-05-02 17:03:30,578 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link1-1
